TIME,CNH2,DNBR,DTHY,DWB,EBK,FRCL,FRZR,HLW,HTR,HUP,LSGA,LSGB,LVCR,LVPZ,LWRB,MBK,MCRT,MDBR,MGAS,MH2,NSGA,NSGB,P,PPM,PRB,PRBA,PSGA,PSGB,PWNT,PWR,QFCL,QMGA,QMGB,QMWT,QRHR,RBLK,RC131,RC87,RH,RHBR,RHFL,RHMT,RHRD,RM1,RM2,RM3,RM4,RRCA,RRCB,RRCO,SCMA,SCMB,SGLK,STRB,STSG,STTB,TAVG,TBLD,TCA,TCB,TCRT,TDBR,TF,TFPK,TFSB,THA,THB,TKLV,TPCT,TRB,TSAT,TSLP,VOID,VOL,WBK,WCFT,WCHG,WCSP,WECS,WFLB,WFWA,WFWB,WHPI,WLD,WLPI,WLR,WRCA,WRCB,WRLA,WRLB,WSPY,WSTA,WSTB,WTRA,WTRB,WUP
0.0,0.0,2.3000001907348633,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1290.2734375,0.0,2582.676025390625,11.830000877380373,11.830000877380373,7.924896240234375,62.0,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,50.0,50.0,155.50001525878906,200.0,1.034000039100647,0.9067617654800416,67.00003051757812,67.00004577636719,100.0,100.0,0.0,971.0827026367188,1942.0826416015625,2895.0,0.0,0.6668071150779724,114276.53125,5655.8173828125,0.0,-0.0,-0.0,-0.0,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.16834259033203,17.16908836364746,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.0,100.0,292.1760559082031,292.1767883300781,50.0,50.0,788.9000244140625,788.9000244140625,788.9000244140625,327.823974609375,327.8232116699219,1600.0,549.4500122070312,50.0,344.9923095703125,50.0,2.973992195620667e-06,289.6449890136719,0.0,0.0,23.700000762939453,0.0,23.700000762939453,0.0,1915.810302734375,3831.62060546875,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1915.86474609375,3831.56591796875,0.0,0.0,0.0
10.0,0.0,2.290897846221924,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1290.0147705078125,8.628258212449387,2582.7646484375,11.82894802093506,11.828961372375488,7.924896240234375,61.949188232421875,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.98390579223633,49.98350524902344,155.47055053710938,200.0,1.034000039100647,0.9067617654800416,66.95474243164062,66.95477294921875,100.44315338134766,100.39732360839844,0.0,972.1046752929688,1944.1181640625,2906.50244140625,0.0,14.002949714660645,114276.53125,5655.8173828125,6.303121335804462e-05,-0.0,-0.0029555819928646,0.0030186132062226,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.161865234375,17.1627140045166,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.9740295410156,100.37676239013672,292.14495849609375,292.145751953125,50.0,50.0,790.776611328125,790.776611328125,790.8104248046875,327.8150329589844,327.8141784667969,1600.0,550.3751831054688,50.0,344.9768981933594,50.0,-1.1971460480708629e-06,289.62481689453125,0.0,0.0,26.510374069213867,0.0,26.510374069213867,0.0,1918.7850341796875,3837.54931640625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1923.0633544921875,3846.021484375,0.0,0.0,0.0
20.0,0.0,2.287996768951416,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1289.7469482421875,10.980543198126922,2582.78857421875,11.826830863952637,11.826855659484863,7.924896240234375,61.93373107910156,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.957889556884766,49.95762252807617,155.4610137939453,200.0,1.034000039100647,0.9067617654800416,66.8980941772461,66.89813232421875,100.61304473876952,100.52462005615234,0.0,973.8704833984376,1947.6490478515625,2910.187744140625,0.0,27.339092254638672,114276.53125,5655.8173828125,0.0006625216919928,-0.0,-0.0038962711114436,0.0045587928034365,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.13182258605957,17.13263702392578,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.9607849121094,100.4980239868164,292.0958557128906,292.0967102050781,50.0,50.0,791.3738403320312,791.3738403320312,791.4391479492188,327.8408508300781,327.8400573730469,1600.0,550.6676635742188,50.0,344.9726867675781,50.0,-3.186763478879584e-06,289.61865234375,0.0,0.0,26.942970275878903,0.0,26.942970275878903,0.0,1920.4571533203125,3840.886474609375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1925.3868408203125,3850.66748046875,0.0,0.0,0.0
30.0,0.0,2.2833175659179688,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1289.4659423828125,12.209708083632837,2582.80126953125,11.824292182922363,11.824326515197754,7.924896240234375,61.923553466796875,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.92993927001953,49.92982482910156,155.45704650878906,200.0,1.034000039100647,0.9067617654800416,66.83922576904297,66.8392562866211,100.7964096069336,100.73062896728516,0.0,975.8240356445312,1951.556396484375,2916.151611328125,0.0,40.67520904541016,114276.53125,5655.8173828125,0.0005177557468414,-0.0,-0.0054311524145305,0.0059489081613719,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.10466194152832,17.105510711669922,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.94879150390625,100.71276092529295,292.0444030761719,292.0452575683594,50.0,50.0,792.348388671875,792.348388671875,792.3970336914062,327.8658142089844,327.8649597167969,1600.0,551.14892578125,50.0,344.9704895019531,50.0,4.12525105275563e-06,289.6145935058594,0.0,0.0,26.42729377746582,0.0,26.42729377746582,0.0,1922.9410400390625,3845.84814453125,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1929.500732421875,3858.895751953125,0.0,0.0,0.0
40.0,0.0,2.2786734104156494,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1289.1856689453125,13.024331610843587,2582.809814453125,11.821405410766602,11.821449279785156,7.924896240234375,61.91550064086914,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.895992279052734,49.89595413208008,155.45445251464844,200.0,1.034000039100647,0.9067617654800416,66.7811050415039,66.78114318847656,100.99773406982422,100.93592834472656,0.0,977.7131958007812,1955.333984375,2922.09521484375,0.0,54.01131439208984,114276.53125,5655.8173828125,0.0005056452937424,-0.0,-0.0069589847698807,0.0074646300636231,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.07689094543457,17.077739715576172,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.9357604980469,100.91646575927734,291.99212646484375,291.99298095703125,50.0,50.0,793.3184204101562,793.3184204101562,793.3640747070312,327.8921203613281,327.8912658691406,1600.0,551.6273193359375,50.0,344.9690246582031,50.0,-3.766707550312276e-06,289.6114196777344,0.0,0.0,26.86610221862793,0.0,26.86610221862793,0.0,1925.6826171875,3851.3212890625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1933.4039306640625,3866.700439453125,0.0,0.0,0.0
50.0,0.0,2.2741310596466064,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1288.9014892578125,13.226782392543535,2582.811767578125,11.818207740783691,11.818260192871094,7.924896240234375,61.9107780456543,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.85858917236328,49.85869216918945,155.45384216308594,200.0,1.034000039100647,0.9067617654800416,66.72241973876953,66.72245788574219,101.2015151977539,101.13753509521484,0.0,979.6370849609376,1959.18212890625,2927.931640625,0.0,67.34744262695312,114276.53125,5655.8173828125,0.0005207718349993,-0.0,-0.0084591526538133,0.0089799249544739,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.04942512512207,17.050273895263672,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.9226989746094,101.11720275878906,291.9390563964844,291.9399108886719,50.0,50.0,794.2709350585938,794.2709350585938,794.3181762695312,327.9192199707031,327.9183654785156,1600.0,552.0970458984375,50.0,344.9686584472656,50.0,-2.571890945546329e-06,289.6095275878906,0.0,0.0,27.245410919189453,0.0,27.245410919189453,0.0,1928.6534423828125,3857.257568359375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1937.2462158203125,3874.395263671875,0.0,0.0,0.0
60.0,0.0,2.269536256790161,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1288.61181640625,12.889364423043618,2582.80810546875,11.814764976501465,11.814824104309082,7.924896240234375,61.90937042236328,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.81874084472656,49.818870544433594,155.45504760742188,200.0,1.034000039100647,0.9067617654800416,66.66288757324219,66.66292572021484,101.4131088256836,101.34230041503906,0.0,981.6012573242188,1963.109619140625,2933.859619140625,0.0,80.68362426757812,114276.53125,5655.8173828125,0.0005316424649208,-0.0,-0.0099828196689486,0.0105144614353775,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,17.02243423461914,17.02328109741211,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.90948486328125,101.32231903076172,291.88525390625,291.8861083984375,50.0,50.0,795.2383422851562,795.2383422851562,795.2905883789062,327.9468078613281,327.94598388671875,1600.0,552.57421875,50.0,344.9692687988281,50.0,-5.014179350837367e-06,289.6089782714844,0.0,0.0,27.38338851928711,0.0,27.38338851928711,0.0,1931.884765625,3863.711181640625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1941.179443359375,3882.250732421875,0.0,0.0,0.0
70.0,0.0,2.264853000640869,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1288.31640625,12.185607087504737,2582.801025390625,11.811132431030272,11.811199188232422,7.924896240234375,61.91020584106445,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.776554107666016,49.77675247192383,155.45761108398438,200.0,1.034000039100647,0.9067617654800416,66.60247039794922,66.60250854492188,101.62407684326172,101.55184936523438,0.0,983.6032104492188,1967.11328125,2939.926025390625,0.0,94.01980590820312,114276.53125,5655.8173828125,0.000537863234058,-0.0,-0.011542160063982,0.0120800239965319,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,16.99554443359375,16.99639320373535,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.8959655761719,101.53109741210938,291.83038330078125,291.8312683105469,50.0,50.0,796.2283935546875,796.2283935546875,796.28173828125,327.9749755859375,327.97412109375,1600.0,553.0625,50.0,344.97052001953125,50.0,-4.922097105009016e-06,289.60931396484375,0.0,0.0,27.759410858154297,0.0,27.759410858154297,0.0,1935.3682861328125,3870.671630859375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1945.1795654296875,3890.250244140625,0.0,0.0,0.0
80.0,0.0,2.260094165802002,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1288.013916015625,11.144431782465936,2582.790283203125,11.807353019714355,11.80742359161377,7.924896240234375,61.91355514526367,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.73284149169922,49.733150482177734,155.4612579345703,200.0,1.034000039100647,0.9067617654800416,66.54080200195312,66.54084014892578,101.83882904052734,101.76567840576172,0.0,985.6536254882812,1971.2142333984375,2946.116455078125,0.0,107.35598754882812,114276.53125,5655.8173828125,0.0005432534962892,-0.0,-0.0131333312019705,0.0136765846982598,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,16.968486785888672,16.96936798095703,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.8822021484375,101.74471282958984,291.77423095703125,291.77508544921875,50.0,50.0,797.2386474609375,797.2386474609375,797.292724609375,328.0038757324219,328.0030212402344,1600.0,553.5607299804688,50.0,344.9723815917969,50.0,-3.40936071552278e-06,289.61065673828125,0.0,0.0,28.010175704956055,0.0,28.010175704956055,0.0,1939.0889892578125,3878.10693359375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1949.2686767578125,3898.438232421875,0.0,0.0,0.0
90.0,0.0,2.255235195159912,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1287.70361328125,9.842962902649091,2582.777099609375,11.803465843200684,11.80354118347168,7.924896240234375,61.91898727416992,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.688011169433594,49.68836975097656,155.4658660888672,200.0,1.034000039100647,0.9067617654800416,66.4777603149414,66.47779846191406,102.0595932006836,101.98493194580078,0.0,987.7560424804688,1975.4189453125,2952.4638671875,0.0,120.69216918945312,114276.53125,5655.8173828125,0.0005511352792382,-0.0,-0.0147647708654403,0.0153159061446785,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,16.94135856628418,16.94220733642578,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.8680725097656,101.96347045898438,291.716796875,291.7176513671875,50.0,50.0,798.2744750976562,798.2744750976562,798.3296508789062,328.0333557128906,328.0325012207031,1600.0,554.0715942382812,50.0,344.9747009277344,50.0,-2.5247259145544376e-06,289.61279296875,0.0,0.0,28.31351089477539,0.0,28.31351089477539,0.0,1943.040283203125,3886.003662109375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1953.4630126953125,3906.817138671875,0.0,0.0,0.0
100.0,0.0,2.250252485275269,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1287.38427734375,8.252278548551846,2582.760498046875,11.799500465393066,11.799580574035645,7.924896240234375,61.92671585083008,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.64215850830078,49.64256286621094,155.471435546875,200.0,1.034000039100647,0.9067617654800416,66.41304016113281,66.41307830810547,102.28866577148438,102.21075439453124,0.0,989.917724609375,1979.741943359375,2959.001220703125,0.0,134.02835083007812,114276.53125,5655.8173828125,0.0005646091885864,-0.0,-0.0164451301097869,0.0170097388327121,0.0,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,16.91389274597168,16.91474151611328,0.0,0.021269055083394,0.0,3.1392715754918754e-05,309.85345458984375,102.18746948242188,291.6576843261719,291.6585693359375,50.0,50.0,799.3413696289062,799.3413696289062,799.3989868164062,328.06365966796875,328.0628356933594,1600.0,554.5977172851562,50.0,344.9775695800781,50.0,-1.5299169717764016e-06,289.6158752441406,0.0,0.0,28.47960662841797,0.0,28.47960662841797,0.0,1947.214599609375,3894.347412109375,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,1957.751220703125,3915.40283203125,0.0,0.0,0.0
110.0,0.0,2.0419888496398926,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1287.525634765625,0.0,2580.2158203125,11.793872833251951,11.793954849243164,7.924896240234375,63.54228973388672,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.554317474365234,49.55461120605469,156.4486846923828,200.0,1.034000039100647,0.9067617654800416,66.18547821044922,66.1855239868164,113.07501983642578,112.6352996826172,0.0,1034.9600830078125,2069.830810546875,3260.7919921875,0.0,147.36453247070312,114276.53125,5655.8173828125,-0.00266501493752,-0.0,-0.0962639972567558,-0.0816760063171386,0.175274983048439,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,16.84241485595703,16.84326171875,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.69732666015625,112.35107421875,291.8069763183594,291.8078308105469,50.0,50.0,850.02001953125,850.02001953125,850.3449096679688,328.57708740234375,328.57623291015625,1600.0,580.3148193359375,50.0,345.41949462890625,50.0,1.147844159277156e-06,290.258056640625,0.0,0.0,68.69999694824219,0.0,68.69999694824219,0.0,2028.8004150390625,4057.51416015625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,2152.4638671875,4304.83642578125,0.0,0.0,0.0
120.0,0.0,2.1129796504974365,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1286.320068359375,0.0,2578.732177734375,11.755802154541016,11.755884170532228,7.924896240234375,64.78019714355469,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,49.101192474365234,49.101600646972656,156.81463623046875,200.0,1.034000039100647,0.9067617654800416,65.87848663330078,65.87852478027344,109.96341705322266,108.85103607177734,0.0,1058.4183349609375,2116.743896484375,3151.237548828125,0.0,160.70071411132812,114276.53125,5655.8173828125,0.0078401751816272,-0.0,-0.0682297050952911,-0.1084301099181175,0.1844999939203262,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,15.820109367370604,15.82095718383789,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.9234924316406,108.542236328125,291.8541564941406,291.8550109863281,50.0,50.0,832.220458984375,832.220458984375,833.0423583984375,329.8558349609375,329.85498046875,1600.0,571.5765991210938,50.0,345.6759338378906,50.0,-4.63824653706979e-06,290.7501525878906,0.0,0.0,35.60321807861328,0.0,35.60321807861328,0.0,2011.9110107421875,4023.73388671875,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,2079.495849609375,4158.89404296875,0.0,0.0,0.0
130.0,0.0,2.1004059314727783,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1286.1597900390625,0.0,2578.606201171875,11.733480453491213,11.733563423156738,7.924896240234375,64.86933135986328,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,48.968353271484375,48.968753814697266,156.87559509277344,200.0,1.034000039100647,0.9067617654800416,65.85885620117188,65.85889434814453,109.2520523071289,109.50265502929688,0.0,1061.766845703125,2123.441650390625,3170.101806640625,0.0,174.03689575195312,114276.53125,5655.8173828125,-0.0011439453810453,-0.0,-0.0731835216283798,-0.1124604195356369,0.1844999939203262,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,15.68942642211914,15.690274238586426,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.9574890136719,109.54812622070312,291.8523864746094,291.8532409667969,50.0,50.0,835.3657836914062,835.3657836914062,835.1806030273438,330.00823974609375,330.0074157714844,1600.0,573.16162109375,50.0,345.6976623535156,50.0,-1.8180088545705075e-06,290.7855529785156,0.0,0.0,25.116586685180664,0.0,25.116586685180664,0.0,2029.503662109375,4058.91650390625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,2098.7666015625,4197.4365234375,0.0,0.0,0.0
140.0,0.0,2.0972445011138916,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1286.1248779296875,0.0,2578.685791015625,11.715250015258787,11.715333938598633,7.924896240234375,64.82679748535156,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,48.731685638427734,48.73207473754883,156.85179138183594,200.0,1.034000039100647,0.9067617654800416,65.87158203125,65.87162017822266,109.68833923339844,109.66771697998048,0.0,1061.049072265625,2122.00634765625,3174.88037109375,0.0,187.37307739257812,114276.53125,5655.8173828125,-0.0001219790428876,-0.0,-0.0743982940912246,-0.1102236807346344,0.1844999939203262,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,15.653890609741213,15.654738426208496,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.9386291503906,109.66094970703124,291.8465881347656,291.847412109375,50.0,50.0,836.1370239257812,836.1370239257812,836.1522827148438,330.03009033203125,330.02923583984375,1600.0,573.5376586914062,50.0,345.6839904785156,50.0,4.357701072876807e-06,290.7686462402344,0.0,0.0,25.15764808654785,0.0,25.15764808654785,0.0,2041.9210205078125,4083.746337890625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,2100.927978515625,4201.75927734375,0.0,0.0,0.0
150.0,0.0,2.096799373626709,0.0001689466880634,1.691944635240361e-05,0.0,0.0,0.0,1285.963134765625,0.0,2578.66796875,11.699385643005373,11.699469566345217,7.924896240234375,64.83869934082031,0.0999999940395355,0.0,0.0,0.0,0.0,0.0,48.55710220336914,48.55752182006836,156.85594177246094,200.0,1.034000039100647,0.9067617654800416,65.8526611328125,65.85269927978516,109.75768280029295,109.69100189208984,0.0,1062.141845703125,2124.1923828125,3175.554443359375,0.0,200.70925903320312,114276.53125,5655.8173828125,0.0005442425608634,-0.0,-0.074564591050148,-0.1093911528587341,0.1844999939203262,0.0010999999940395,0.0220000017434358,0.0329999960958957,0.0439999997615814,1.0,1.0,1.0000001192092896,15.637580871582031,15.638394355773926,0.0,0.021269055083394,0.0,3.1392715754918754e-05,310.9316101074219,109.68035125732422,291.82305908203125,291.8238830566406,50.0,50.0,836.2426147460938,836.2426147460938,836.2918701171875,330.0494384765625,330.04864501953125,1600.0,573.5875244140625,50.0,345.6870422363281,50.0,-5.194346158532426e-06,290.7734069824219,0.0,0.0,25.89579200744629,0.0,25.89579200744629,0.0,2053.491943359375,4106.88525390625,0.0,23.700000762939453,0.0,0.0,16515.818359375,33031.63671875,0.0,0.0,0.0,2101.299560546875,4202.5029296875,0.0,0.0,0.0
